movie_id,title,genres,imdbId,poster_path,tmdbId,movie_descriptions,cast
1067,"Damsel in Distress, A (1937)","['Comedy', 'Musical', 'Romance']",28757,/uqRcVA1JCbpPngcXu68Gzm8qR7I.jpg,66473,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on 'Mr. X'. After Alyce goes to London to meet a beau she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to 'protect his investment'.","['Fred Astaire', 'George Burns', 'Gracie Allen', 'Joan Fontaine', 'Reginald Gardiner', 'Ray Noble']"
1068,Crossfire (1947),"['Crime', 'Film-Noir']",39286,/s3EFBiCsc4Ckc1tntoHAEnhZtSO.jpg,28120,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?","['Robert Young', 'Robert Mitchum', 'Robert Ryan', 'Gloria Grahame', 'Paul Kelly', 'Sam Levene']"
1069,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']",37101,/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,1834,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.","['Dick Powell', 'Claire Trevor', 'Anne Shirley', 'Otto Kruger', 'Mike Mazurki', 'Miles Mander']"
1070,Macao (1952),['Adventure'],44863,/eXoIIwdaaDuCthlTGMimjCjfPRD.jpg,26282,"Nick Cochran, an American in exile in Macao, has a chance to restore his name by helping capture an international crime lord. Undercover, can he mislead the bad guys and still woo the attractive singer/petty crook, Julie Benson?","['Robert Mitchum', 'Jane Russell', 'William Bendix', 'Thomas Gomez', 'Gloria Grahame', 'Brad Dexter']"
1071,For the Moment (1994),"['Romance', 'War']",109823,/8zSzkQSCKfNumTvQyjRlDHT6rCL.jpg,37218,"This Canadian film presents and old-fashioned war time romance.  It is set during 1942 in Manitoba and traces the doomed affair between a young farmer's wife (Christianne Hirt) whose husband is fighting abroad and a dashing Australian pilot (Russell Crowe).  The pilot has come to train in the British Commonwealth Air Training Plan of Canada.  When the pilot, Lachlan, is not training, he is surreptitiously wooing Lill, the farmer's wife.  At the other end of town, Betsy (Wanda Cannon) who supports her two kids by bootlegging, charges for her services.  She gets involved with Zeek (Scott Kraft), an American flight instructor.","['Russell Crowe', 'Christianne Hirt', 'Wanda Cannon', 'Scott Kraft', 'Peter Outerbridge', 'Sara McMillan']"
1073,Willy Wonka and the Chocolate Factory (1971),"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",67992,/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,252,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.","['Gene Wilder', 'Peter Ostrum', 'Jack Albertson', 'Roy Kinnear', 'Julie Dawn Cole', 'Leonard Stone']"
1075,"Sexual Life of the Belgians, The (1994)",['Comedy'],111622,/mvI77EzpN5DbC6BxsEItzZxu3AM.jpg,116356,"Jan Bucquoy narrates the story of his sexual life to age 28, imagining his conception (parents drunk, the encounter lasting ten seconds) and reporting his first orgasm (at the hands of Eddy, in a beach-side caravan, as they watch Laurel and Hardy), his comparative experiences with girls, and his move from Harelbeck to Brussels. There he meets Greta, bartender at a Bohemian cafe, who teaches him the Kama Sutra, the naked Esther, who reads him stories, and Thérèse, his wife for three years. They split after two children; he moves to a small flat, writes pornography to pay the bills, works sporadically on a novel, espouses anarchism, and meets more women. His self-confidence grows.","['Jean-Henri Compère', 'Noe Francq', 'Isabelle Legros', 'Sophie Schneider', 'Jacques Druaux', 'Sacha Jacques']"
1076,"Innocents, The (1961)",['Thriller'],55018,/idqvLBmlEHUITMnQ0EJ6Yb5TpVw.jpg,16372,"In a mid-19th century Essex country house, a young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.","['Deborah Kerr', 'Peter Wyngarde', 'Megs Jenkins', 'Michael Redgrave', 'Martin Stephens', 'Pamela Franklin']"
1077,Sleeper (1973),"['Comedy', 'Sci-Fi']",70707,/YTYSziZZP5aXt5CDvdEMwKDzme.jpg,11561,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.","['Woody Allen', 'Diane Keaton', 'John Beck', 'Mary Gregory', 'Brian Avery', 'Don Keefer']"
1078,Bananas (1971),"['Comedy', 'War']",66808,/gK11RUXspxqty0Wq6KoV8J0crKO.jpg,11302,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.","['Woody Allen', 'Louise Lasser', 'Carlos Montalbán', 'Nati Abascal', 'Jacobo Morales', 'Miguel Ángel Suárez']"
1079,"Fish Called Wanda, A (1988)",['Comedy'],95159,/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg,623,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.","['Jamie Lee Curtis', 'John Cleese', 'Kevin Kline', 'Michael Palin', 'Maria Aitken', 'Tom Georgeson']"
1080,Monty Python's Life of Brian (1979),['Comedy'],79470,/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,583,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.","['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin']"
1081,Victor/Victoria (1982),"['Comedy', 'Musical']",84865,/mCjXcPRM3Rc7gOCGeVrBdPvF2bk.jpg,12614,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.","['Julie Andrews', 'James Garner', 'Robert Preston', 'Lesley Ann Warren', 'Alex Karras', 'John Rhys-Davies']"
1082,"Candidate, The (1972)",['Drama'],68334,/6zcDSOe1akUXsc2Q1APfchKcVaI.jpg,21711,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.","['Robert Redford', 'Peter Boyle', 'Melvyn Douglas', 'Don Porter', 'Allen Garfield', 'Karen Carlson']"
1083,"Great Race, The (1965)","['Comedy', 'Musical']",59243,/9rL8GWuFdO3fLXcNV9rZRHskoOn.jpg,11575,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.","['Jack Lemmon', 'Tony Curtis', 'Natalie Wood', 'Peter Falk', 'Keenan Wynn', ""Arthur O'Connell""]"
1084,Bonnie and Clyde (1967),"['Crime', 'Drama']",61418,/sCSQFK9kMsprT4jgWqgw82dT6WI.jpg,475,"In the 1930s, bored European-American waitress Bonnie Parker falls in love with a European-American ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman', 'Estelle Parsons', 'Denver Pyle']"
1085,"Old Man and the Sea, The (1958)","['Adventure', 'Drama']",52027,/6Q34dJL6m1vdzAr0jDDKDmNL52e.jpg,11331,"Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.","['Spencer Tracy', 'Felipe Pazos', 'Harry Bellaver', 'Don Diamond', 'Mary Hemingway', 'Joey Ray']"
1086,Dial M for Murder (1954),"['Mystery', 'Thriller']",46912,/2gDCAgl2iBQNuJuk6p2xtuS1ewg.jpg,521,"When her American lover visits London, a wealthy woman’s jealous husband hatches a plan to murder her and inherit her fortune.","['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams', 'Anthony Dawson', 'Leo Britt']"
1087,Madame Butterfly (1995),['Musical'],113731,/vERLfSHGYzfuPnDdfn8Z2DUrEfz.jpg,21202,"Cio-Cio-San, a young Japanese geisha, seeks to fulfill her dreams through marriage to an American naval officer. Her faith in their future is shattered by his empty vows and the loss she endures touches something deep within us all.","['Ying Huang', 'Richard Troxell', 'Yoshi Oida', 'Ning Liang', 'Richard Cowan', 'Jing Ma Fan']"
1088,Dirty Dancing (1987),"['Musical', 'Romance']",92890,/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,88,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.","['Jennifer Grey', 'Patrick Swayze', 'Cynthia Rhodes', 'Neal Jones', 'Jerry Orbach', 'Kelly Bishop']"
1089,Reservoir Dogs (1992),"['Crime', 'Thriller']",105236,/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,500,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.","['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney']"
1090,Platoon (1986),"['Drama', 'War']",91763,/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,792,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.","['Charlie Sheen', 'Willem Dafoe', 'Tom Berenger', 'Kevin Dillon', 'Forest Whitaker', 'Mark Moses']"
1091,Weekend at Bernie's (1989),['Comedy'],98627,/4RtjBkBSqHG46uieHgTtM7oKlpo.jpg,8491,"Two young insurance corporation employees try to pretend that their murdered employer is alive by puppeteering his dead body, leading a hitman to attempt to track him down to finish him off.","['Andrew McCarthy', 'Jonathan Silverman', 'Catherine Mary Stewart', 'Terry Kiser', 'Don Calfa', 'Catherine Parks']"
1092,Basic Instinct (1992),"['Mystery', 'Thriller']",103772,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,402,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.","['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn', 'Denis Arndt', 'Leilani Sarelle']"
1093,"Doors, The (1991)","['Drama', 'Musical']",101761,/x1LM3dzGuG6xOz0aT2e71o11vhu.jpg,10537,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.","['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley', 'Kevin Dillon', 'Michael Wincott']"
1094,"Crying Game, The (1992)","['Drama', 'Romance', 'War']",104036,/9BXGoat9TYgdDqGk2WJmaX9dVoe.jpg,11386,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.","['Stephen Rea', 'Miranda Richardson', 'Jaye Davidson', 'Forest Whitaker', 'Adrian Dunbar', 'Breffni McKenna']"
1095,Glengarry Glen Ross (1992),['Drama'],104348,/zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg,9504,"Times are tough at Premiere Properties. Shelley ""the machine"" Levene and Dave Moss are veteran salesmen, but only Ricky Roma is on a hot streak. The new Glengarry sales leads could turn everything around, but the front office is holding them back until these ""losers"" prove themselves. Then someone decides to take matters into his own hands, stealing the Glengarry leads and leaving everyone wondering who did it.","['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin', 'Ed Harris', 'Kevin Spacey']"
1096,Sophie's Choice (1982),['Drama'],84707,/rZDPbPTFwuKgr5b9jixGFNYkGYt.jpg,15764,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.","['Meryl Streep', 'Kevin Kline', 'Peter MacNicol', 'Rita Karin', 'Stephen D. Newman', 'Greta Turken']"
1097,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",83866,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,601,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.","['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton', 'Peter Coyote', 'Dee Wallace', 'Erika Eleniak']"
1098,"Search for One-eye Jimmy, The (1996)",['Comedy'],117577,/da9r0FJxecJvLK6X5iqirRLMxks.jpg,67365,"While working on a documentary on his old neighborhood, a young film school graduate shifts the focus of his production onto the disappearance of a local resident and the strange characters who are conducting the search to find him.","['Michael Badalucco', 'Ray Mancini', 'Holt McCallany', 'Nicholas Turturro', 'Steve Buscemi', 'Samuel L. Jackson']"
1099,"Christmas Carol, A (1938)",['Drama'],29992,/cvr7x3CjBMsHv2GptR0tcFddMSa.jpg,25842,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","['Reginald Owen', 'Gene Lockhart', 'Terry Kilburn', 'Barry MacKay', 'Lynne Carver', 'Leo G. Carroll']"
1100,Days of Thunder (1990),"['Action', 'Romance']",99371,/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg,2119,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.","['Tom Cruise', 'Robert Duvall', 'Nicole Kidman', 'Randy Quaid', 'Cary Elwes', 'Michael Rooker']"
1101,Top Gun (1986),"['Action', 'Romance']",92099,/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg,744,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.","['Tom Cruise', 'Kelly McGillis', 'Val Kilmer', 'Anthony Edwards', 'Tom Skerritt', 'Michael Ironside']"
1102,American Strays (1996),['Action'],115531,/qsa4f2ssHnmK4Gsz2JPurjVbnxX.jpg,136311,"Somewhere on the fringe of society, ten dangerous strangers are on a road to Red's Desert Oasis Diner. Packing more fire power than the LA police force, two hitmen, two hoods, two outlaws, and a mixed bag of other quirky characters hilariously converge for the showdown of a lifetime.","['Luana Anders', 'Robert Fields', 'Brion James', 'Sam J. Jones', 'Toni Kalem', 'Carol Kane']"
1103,Rebel Without a Cause (1955),['Drama'],48545,/yHStsC8rRRfIjqRN38BQsLh6S7k.jpg,221,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.","['James Dean', 'Natalie Wood', 'Sal Mineo', 'Jim Backus', 'Ann Doran', 'Corey Allen']"
1104,"Streetcar Named Desire, A (1951)",['Drama'],44081,/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg,702,"A disturbed, aging Southern belle moves in with her sister for solace — but being face-to-face with her brutish brother-in-law accelerates her downward spiral.","['Vivien Leigh', 'Marlon Brando', 'Kim Hunter', 'Karl Malden', 'Rudy Bond', 'Nick Dennis']"
1105,Children of the Corn IV: The Gathering (1996),['Horror'],115885,/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg,25750,A bright young medical student must solve the frightening mystery that plagues the children of a small Midwestern town.,"['Naomi Watts', 'Brent Jennings', 'Samaria Graham', 'Jamie Renée Smith', 'Brandon Kleyla', 'William Windom']"
1106,"Leopard Son, The (1996)",['Documentary'],116859,/kP3wXymTWcWcJD9ERBMQFN6tJll.jpg,17642,"The true story of the birth, growth and coming of age of a leopard cub in Africa's Serengeti plain. The journey of ""The Leopard Son"" begins at his mother's side where he discovers, through play, essential skills for survival in the wild. As it is with humans, there inevitably comes the day when a child must leave his mother to go out on his own.",['John Gielgud']
1109,Charm's Incidents (1996),['Drama'],115870,/gDQtU6XjN82voLOqvN9w4pdJOIC.jpg,427043,"Humourous interpretation of the poems and writings of Soviet dadaist Daniil Charms. These are organized into a sequence, suggesting a storyline, about a poor Russian poet who lives in Vienna, falls in love and has several bizarre adventures.","['Johannes Silberschneider', 'Wolfgang Hübsch', 'Ela Piplits', 'Elżbieta Czyżewska', 'Ulrich Tukur', 'Roswitha Soukup']"
1110,Bird of Prey (1996),['Action'],115684,/7bBOW2FCnVRJgp4qinFuSXr875w.jpg,146341,"As a boy, Dominik watched an American crime boss murder his father, a police officer fighting corruption in Sofia, Bulgaria. Years later, he attempts to avenge his father's death but is imprisoned for 15 years for attempted murder. In prison, he meets an American photo-journalist who shares his enemy and his thoughts of revenge. Released from prison, the two hatch a plot which involves the man's recently-arrived daughter.","['Jennifer Tilly', 'Boyan Milushev', 'Richard Chamberlain', 'Lenny Von Dohlen', 'Robert Carradine', 'Lesley Ann Warren']"
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),['Documentary'],117040,/OPoiGrzNr5FWoczXH5Gs1cReec.jpg,9305,"A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.",['Jacques Perrin']
1112,Palookaville (1996),"['Action', 'Drama']",117284,/vmlO5CbUKmqvn5BVtEprxAmNOkp.jpg,37616,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.","['William Forsythe', 'Vincent Gallo', 'Adam Trese', 'Gareth Williams', 'LisaGay Hamilton', 'Bridgit Ryan']"
1113,"Associate, The (1996)",['Comedy'],115580,/sDGc4JqVf4n04cEO0rU36UI4cvK.jpg,11112,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,"['Whoopi Goldberg', 'Dianne Wiest', 'Eli Wallach', 'Tim Daly', 'Bebe Neuwirth', 'Austin Pendleton']"
1114,"Funeral, The (1996)",['Drama'],116378,/sHbJbr6BvVwRJhliiX1PKPERejO.jpg,21612,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.","['Christopher Walken', 'Chris Penn', 'Annabella Sciorra', 'Isabella Rossellini', 'Vincent Gallo', 'Benicio del Toro']"
1116,"Single Girl, A (La Fille Seule) (1995)",['Drama'],113057,/8dFs6OW8T8Y1R56U2YdlDDBkUPj.jpg,102461,"A young Parisian must make major decisions about pregnancy, a job and her boyfriend.","['Virginie Ledoyen', 'Benoît Magimel', 'Dominique Valadié', 'Michel Bompoil', 'Véra Briole', 'Toni Cecchinato']"
1117,"Eighth Day, The (Le HuitiÃ¨me jour ) (1996)",['Drama'],116581,/cgpJTvFcd0NJyJRTKYaBoLMuqdW.jpg,36998,"Georges has Down syndrome, living at a mental-institution, Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.","['Daniel Auteuil', 'Pascal Duquenne', 'Miou-Miou', 'Henri Garcin', 'Isabelle Sadoyan', 'Fabienne Loriaux']"
1118,Tashunga (1995),"['Adventure', 'Western']",114622,/iuai9NBKZX0RmGDwTuGvpyPV8mx.jpg,200383,"Set during the Alaskan gold rush of the late 1800s. In his efforts to gain control of a small mining town, Sean McLennon is buying up every claim that becomes available, usually after the deaths of the previous owners at the hands of McLennon's 'assistants'. One of the miners targeted by McLennon, a half-Indian hunter named Hudson Saanteek, manages to escape his hired thugs and comes back into town looking to re-establish his claim and get revenge. McLennon and his men have the advantage of numbers and weapons, but Saanteek has his survival skills and knowledge of the Alaskan wilderness.","['James Caan', 'Christopher Lambert', 'Catherine McCormack', 'Burt Young', 'Morten Faldaas', 'Sverre Anker Ousdal']"
1119,Drunks (1997),['Drama'],112907,/lY5E0rjsgzlxUyMtUZRlzwHqLTA.jpg,116844,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting","['Richard Lewis', 'Liza Harris', 'Liam Ahern', 'George Martin', 'Sam Rockwell', 'Amanda Plummer']"
1120,"People vs. Larry Flynt, The (1996)",['Drama'],117318,/sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg,1630,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.","['Woody Harrelson', 'Courtney Love', 'Edward Norton', 'Brett Harrelson', 'Donna Hanover', 'James Cromwell']"
1121,Glory Daze (1996),['Drama'],116422,/mosH3RnC5wjcThd0DZq4ZqWkTPQ.jpg,26626,"Jack, a soon-to-be graduate, finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.","['Ben Affleck', 'Sam Rockwell', 'Megan Ward', 'French Stewart', 'Vien Hong', 'Vinnie DeRamus']"
1123,"Perfect Candidate, A (1996)",['Documentary'],117320,/91XMadgfU6scOPYsDW8v4VJuJF3.jpg,124837,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.","['Don Baker', 'Mark Goodin', 'Mark Merritt', 'Peter Baker', 'Glen Bolger', 'Floyd Brown']"
1124,On Golden Pond (1981),['Drama'],82846,/ic4f03J6pnf9cpQmVDABFhUpbCU.jpg,11816,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.","['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda', 'Doug McKeon', 'Dabney Coleman', 'William Lanteau']"
1125,"Return of the Pink Panther, The (1974)",['Comedy'],72081,/vMyjHGfCT89RpwLeN7ofmfgDru7.jpg,11843,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,"['Peter Sellers', 'Christopher Plummer', 'Catherine Schell', 'Herbert Lom', 'Peter Arne', 'Peter Jeffrey']"
1126,Drop Dead Fred (1991),"['Comedy', 'Fantasy']",101775,/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg,10379,"An unhappy housewife gets a lift from the return of her imaginary childhood friend, Drop Dead Fred.","['Phoebe Cates', 'Rik Mayall', 'Marsha Mason', 'Tim Matheson', 'Carrie Fisher', 'Keith Charles']"
1127,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",96754,/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg,2756,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.","['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff', 'John Bedford Lloyd']"
1128,"Fog, The (1980)",['Horror'],80749,/12EeSboRofP3CI4SPmMFNNXCbtY.jpg,790,"Strange things begin to occur as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.","['Adrienne Barbeau', 'Tom Atkins', 'Jamie Lee Curtis', 'Hal Holbrook', 'Janet Leigh', 'Nancy Kyes']"
1129,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",82340,/vH9llaphjAssRGi0k7e75tD40Ce.jpg,1103,"In a world ravaged by crime, the entire island of Manhattan has been converted into a walled prison where brutal prisoners roam free. After the US president crash-lands inside, war hero Snake Plissken has 24 hours to bring him back.","['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine', 'Donald Pleasence', 'Isaac Hayes', 'Season Hubley']"
1130,"Howling, The (1980)",['Horror'],82533,/nRTonikdpMUYr3y3RXESLBhRUov.jpg,11298,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.","['Dee Wallace', 'Patrick Macnee', 'Dennis Dugan', 'Christopher Stone', 'Belinda Balaski', 'Kevin McCarthy']"
1131,Jean de Florette (1986),['Drama'],91288,/atjyDRdOnOi2S28X3mNtJ7CQmFj.jpg,4480,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.","['Yves Montand', 'Gérard Depardieu', 'Daniel Auteuil', 'Elisabeth Depardieu', 'Margarita Lozano', 'Ernestine Mazurowna']"
1132,Manon of the Spring (Manon des sources) (1986),['Drama'],91480,/1qpu6Zc1PSDL3UbDNIZJ6YuhJDW.jpg,4481,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.","['Yves Montand', 'Daniel Auteuil', 'Emmanuelle Béart', 'Hippolyte Girardot', 'Margarita Lozano', 'Yvonne Gamy']"
